"Time","D1 Module A","D2 Module B","D3 Module C","D4 Gate Driver Board","D1 Control Board Temperature","D2 RTD1 Temperature","D3 RTD2 Temperature","D4 RTD3 Temperature","D1 RTD4 Temperature","D2 RTD5 Temperature","D3 Motor Temperature","D4 Torque Shudder","D1 Analog Input 1","D2 Analog Input 2","D3 Analog Input 3","D4 Analog Input 4","D5 Analog Input 5","D6 Analog Input 6","D1 Digital Input 1","D2 Digital Input 2","D3 Digital Input 3","D4 Digital Input 4","D5 Digital Input 5","D6 Digital Input 6","D7 Digital Input 7","D8 Digital Input 8","D1 Motor Angle Electrical","D2 Motor Speed","D3 Electrical Output Frequency","D4 Delta Resolver Filtered","D1 Phase A Current","D2 Phase B Current","D3 Phase C Current","D4 DC Bus Current","D1 DC Bus Voltage","D2 Output Voltage","D3 VAB Vd Voltage","D4 VBC Vq Voltage","D1 Flux Command","D2 Flux Feedback","D3 Id","D4 Iq","D1 Reference Voltage 1 5","D2 Reference Voltage 2 5","D3 Reference Voltage 5 0","D4 Reference Voltage 12 0","D1 VSM State","D2 Inverter State","D3 Relay 1 Status","D3 Relay 2 Status","D3 Relay 3 Status","D3 Relay 4 Status","D3 Relay 5 Status","D3 Relay 6 Status","D4 Inverter Run Mode","D4 Inverter Discharge State","D5 Inverter Command Mode","D6 Inverter Enable State","D6 Inverter Enable Lockout","D7 BMS Active","D7 BMS Torque Limiting","D1 Post Fault Lo","D2 Post Fault Hi","D3 Run Fault Lo","D4 Run Fault Hi","D1 Commanded Torque","D2 Torque Feedback","D3 Power On Timer","D1 Modulation Index","D2 Flux Weakening Output","D3 Id Command","D4 Iq Command","D1 Project Code EEP Ver","D2 SW Version","D3 DateCode MMDD","D4 DateCode YYYY","Torque Command","Speed Command","Inverter Enable","Inverter Discharge","Speed Mode Enable","Torque Limit Command","D1 Parameter Address Command","D3 Data Command","Pack DCL","Pack CCL","High Temperature","Low Temperature","Average Temperature","CRC Checksum","Pack Current","Pack Open Voltage","Pack Inst Voltage","Pack Summed Voltage"
"s","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","Nm","V","V","V","V","V","V","boolean","boolean","boolean","boolean","boolean","boolean","boolean","boolean","deg","rpm","hz","deg","A","A","A","A","V","V","V","V","Wb","Wb","A","A","V","V","V","V","","","","","","","","","","","","","","","","","","","","Nm","Nm","Sec","","A","A","A","","","","","Nm","rpm","Bit","Bit","Bit","Nm","","","Amps","Amps","Celsius","Celsius","Celsius","","Amps","Volts","Volts","Volts"
"22.322","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.913","2.04","4.919","4.919","4.927","4.931","0","0","0","0","0","0","0","0","145.7","0.125","0","-31.262","0","-0.037","-0.012","0","70.838","0","0.637","0.375","0.034","21.166","-0.133","-0.022","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4455.799","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"22.422","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.041","4.92","4.918","4.926","4.934","0","0","0","0","0","0","0","0","145.512","0","0","-31.463","-0.062","0.025","-0.037","0","67.237","0","0.55","0.612","0.034","21.166","-0.011","0.044","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4455.898","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"22.522","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.916","2.04","4.918","4.917","4.926","4.932","0","0","0","0","0","0","0","0","145.6","0","0","-31.75","0.15","0.137","0.2","0","64.1","0","0.55","0.387","0.034","21.166","0.289","-0.056","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4455.997","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"22.622","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.914","2.041","4.92","4.92","4.929","4.933","0","0","0","0","0","0","0","0","145.75","0","0","-31.813","0.137","0.225","0.137","0","61.033","0","0.711","0.467","0.034","21.166","0.44","0.03","1.5","2.51","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","4456.102","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"22.722","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.912","2.043","4.917","4.915","4.925","4.935","0","0","0","0","0","0","0","0","145.81","0","0","-32.13","-0.1","0.04","-0.03","0","58.24","0","0.69","0.4","0.034","21.166","-0.133","0","1.5","2.51","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4456.206","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"22.822","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.914","2.04","4.918","4.92","4.93","4.932","0","0","0","0","0","0","0","0","145.744","0","0","-32.4","0.111","0.2","0.089","0","55.633","0","0.678","0.867","0.034","21.166","0.3","0.056","1.51","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","4456.306","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"22.922","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.911","2.04","4.919","4.917","4.927","4.933","0","0","0","0","0","0","0","0","145.833","0","0","-32.222","0.05","0.138","0.075","0","53.122","0","0.767","0.389","0.034","21.166","0.36","0.06","1.51","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4456.402","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.022","22","22.3","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.913","2.04","4.92","4.916","4.927","4.933","0","0","0","0","0","0","0","0","145.622","0","0","-32.567","-0.05","0.05","-0.188","0","50.963","0","0.762","0.488","0.034","21.166","-0.056","0.011","1.5","2.5","5.07","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4456.501","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.122","22","22.3","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.91","2.042","4.918","4.919","4.927","4.933","0","0","0","0","0","0","0","0","145.588","0","0","-32.837","-0.175","0","-0.175","0","48.775","0","0.863","0.488","0.034","21.166","-0.311","0.033","1.5","2.51","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4456.6","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.222","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.04","4.916","4.918","4.928","4.933","0","0","0","0","0","0","0","0","145.95","0","0","-33.025","-0.025","-0.062","0.025","0","46.65","0","0.85","0.363","0.034","21.166","-0.078","-0.044","1.5","2.5","5.07","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4456.699","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.322","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.912","2.042","4.918","4.918","4.928","4.933","0","0","0","0","0","0","0","0","145.862","0","0","-32.925","0.013","-0.05","0.038","0","44.6","0","0.75","0.5","0.034","21.166","0.111","-0.011","1.5","2.5","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4456.798","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.422","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.044","4.919","4.918","4.929","4.931","0","0","0","0","0","0","0","0","145.637","0","0","-32.65","0.112","0.325","0.062","0","42.7","0","0.487","0.525","0.034","21.166","0.4","0.078","1.5","2.5","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.056","4456.897","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.522","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.912","2.041","4.92","4.916","4.927","4.932","0","0","0","0","0","0","0","0","145.55","0","0","-32.75","-0.044","-0.022","-0.044","0","40.856","0","0.667","0.389","0.034","21.166","-0.21","-0.01","1.5","2.51","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4457.002","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.622","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.914","2.04","4.92","4.918","4.928","4.931","0","0","0","0","0","0","0","0","145.65","0.1","0","-32.82","0","-0.09","-0.06","0","39.01","0","0.73","0.5","0.034","21.166","0.211","-0.067","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4457.106","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.722","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.914","2.042","4.92","4.918","4.928","4.935","0","0","0","0","0","0","0","0","145.878","0","0","-32.767","0.122","0.133","0.222","0","37.233","0","0.511","0.478","0.034","21.166","0.3","-0.011","1.5","2.51","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","4457.206","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"23.822","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.04","4.92","4.92","4.93","4.931","0","0","0","0","0","0","0","0","145.822","0","-0.011","-33.044","-0.3","-0.078","-0.289","0","35.711","0","0.833","0.589","0.034","21.166","-0.37","0.08","1.5","2.5","5.06","13.57","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","4457.302","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"23.922","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.042","4.92","4.92","4.93","4.934","0","0","0","0","0","0","0","0","146.044","0","0","-33.144","-0.163","0.075","-0.225","0","34.162","0","0.8","0.562","0.034","21.166","-0.033","0.078","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","4457.401","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.022","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.913","2.04","4.918","4.918","4.929","4.931","0","0","0","0","0","0","0","0","146.162","0","0","-33.575","0.1","0.213","-0.025","0","32.862","0","0.762","0.662","0.034","21.166","0.222","0.022","1.51","2.51","5.05","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4457.5","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.122","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.91","2.04","4.92","4.917","4.926","4.933","0","0","0","0","0","0","0","0","146.075","0","0","-33.737","-0.1","-0.013","-0.175","0","31.275","0","0.838","0.412","0.034","21.166","-0.078","0.044","1.5","2.51","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4457.599","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.222","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27.1","0","4.917","2.041","4.919","4.918","4.928","4.932","0","0","0","0","0","0","0","0","146","0","0","-34.087","-0.025","-0.025","-0.05","0","29.988","0","0.725","0.388","0.034","21.166","-0.033","-0.011","1.5","2.5","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4457.698","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.322","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.04","4.918","4.919","4.929","4.932","0","0","0","0","0","0","0","0","146.237","0","0","-34.55","0.075","0.062","-0.288","0","28.712","0","0.812","0.637","0.034","21.166","0.233","-0.022","1.51","2.5","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4457.803","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.422","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.042","4.919","4.914","4.927","4.932","0","0","0","0","0","0","0","0","145.938","0","0","-34.175","-0.113","-0.262","-0.113","0","27.31","0","0.84","0.53","0.034","21.166","-0.43","-0.1","1.5","2.51","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.033","4457.907","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.522","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27.1","0","4.913","2.042","4.92","4.914","4.926","4.936","0","0","0","0","0","0","0","0","145.8","0","0","-34.01","0","-0.05","-0.09","0","26.067","0","0.711","0.578","0.034","21.166","0.011","-0.011","1.5","2.51","5.07","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4458.006","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"24.622","22","22.3","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","27.1","0","4.91","2.044","4.918","4.914","4.927","4.933","0","0","0","0","0","0","0","0","145.556","0","0","-33.533","0.044","0.011","0","0","24.989","0","0.778","0.411","0.034","21.166","0.39","-0.01","1.5","2.5","5.06","13.57","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","4458.106","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
